device,name,admin_status,oper_status,description,speed
DA_R-D_SW_1,ge-0/0/0,up,up,Net Eng lab - Host 1 - Hypervisor,1000mbps
DA_R-D_SW_1,gr-0/0/0,up,up,None,800mbps
DA_R-D_SW_1,pfe-0/0/0,up,up,None,800mbps
DA_R-D_SW_1,pfh-0/0/0,up,up,None,800mbps
DA_R-D_SW_1,sxe-0/0/0,up,down,None,1000mbps
DA_R-D_SW_1,sxe-0/0/1,up,down,None,1000mbps
DA_R-D_SW_1,xe-0/0/1,up,up,5GC Node3 - eth1,10Gbps
DA_R-D_SW_1,ge-0/0/2,up,up,Net Eng lab - Host 2 - Hypervisor,1000mbps
DA_R-D_SW_1,ge-0/0/4,up,up,Net Eng lab - Host 3 - Hypervisor,1000mbps
DA_R-D_SW_1,ge-0/0/6,up,up,Net Eng lab - Host 1 - iDRAC,1000mbps
DA_R-D_SW_1,ge-0/0/8,up,up,Net Eng lab - Host 2 - iDRAC,1000mbps
DA_R-D_SW_1,xe-0/0/10,up,up,Server 5GC mgmt,10Gbps
DA_R-D_SW_1,xe-0/0/13,up,up,dauk-mrl-kn-gdcv-host01 Port 1,10Gbps
DA_R-D_SW_1,ge-0/0/18,up,up,Kontron-Host01_SRV5-BMC,1000mbps
DA_R-D_SW_1,xe-0/0/24,up,down,Lab 118,10Gbps
DA_R-D_SW_1,ge-0/0/26,up,up,iDrac,1000mbps
DA_R-D_SW_1,ge-0/0/28,up,up,iDrac,1000mbps
DA_R-D_SW_1,ge-0/0/30,up,up,iDrac,1000mbps
DA_R-D_SW_1,ge-0/0/32,up,up,iDrac,1000mbps
DA_R-D_SW_1,ge-0/0/34,up,up,New server iDrac,1000mbps
DA_R-D_SW_1,ge-0/0/36,up,up,Lab 091 - Cetin Lab,1000mbps
DA_R-D_SW_1,xe-0/0/42,up,up,dauk-mrl-gdcv-host01_S1-P0,10Gbps
DA_R-D_SW_1,xe-0/0/43,up,up,dauk-mrl-gdcv-host01_S1-P1,10Gbps
DA_R-D_SW_1,ge-0/0/44,up,up,CoMP ORAN Cisco FW (Public IP),1000mbps
DA_R-D_SW_1,ge-0/0/45,up,up,DA_HQ_FW ge-0/0/15,1000mbps
DA_R-D_SW_1,xe-0/0/46,up,up,DA_R-D_SW_0,10Gbps
DA_R-D_SW_1,xe-0/0/47,up,up,DA_HQ_SW_2,10Gbps
DA_R-D_SW_1,bme0,up,up,None,None
DA_R-D_SW_1,cbp0,up,up,None,None
DA_R-D_SW_1,dsc,up,up,None,None
DA_R-D_SW_1,em0,up,down,None,None
DA_R-D_SW_1,em1,up,down,None,None
DA_R-D_SW_1,em2,up,up,None,10Gbps
DA_R-D_SW_1,em3,up,up,None,10Gbps
DA_R-D_SW_1,esi,up,up,None,Unlimited
DA_R-D_SW_1,fti0,up,up,None,Unlimited
DA_R-D_SW_1,gre,up,up,None,Unlimited
DA_R-D_SW_1,ipip,up,up,None,Unlimited
DA_R-D_SW_1,irb,up,up,None,None
DA_R-D_SW_1,jsrv,up,up,None,None
DA_R-D_SW_1,lo0,up,up,None,None
DA_R-D_SW_1,lsi,up,up,None,Unlimited
DA_R-D_SW_1,mtun,up,up,None,Unlimited
DA_R-D_SW_1,pimd,up,up,None,Unlimited
DA_R-D_SW_1,pime,up,up,None,Unlimited
DA_R-D_SW_1,pip0,up,up,None,None
DA_R-D_SW_1,tap,up,up,None,Unlimited
DA_R-D_SW_1,vme,up,down,None,None
DA_R-D_SW_1,vtep,up,up,None,Unlimited
